x,exact,Hancock_PLM,Hancock_PPM_tr_2shk,Local_PPM_tr_2shk,Local_PPM_exact_label_THINC,Local_PPM_carried_label_THINC,PPM_DirectEuler,PPML_trace
0.86328125,1.0,0.997465193271637,0.9999980926513672,1.000436782836914,1.000373125076294,1.000452995300293,1.0002577304840088,1.0000300407409668
0.87109375,1.0,0.9967963099479675,0.999995768070221,1.000345230102539,1.000314474105835,1.0003974437713623,1.0002604722976685,1.000030755996704
0.87890625,1.0,0.9962619543075562,0.9999948143959045,1.0001143217086792,1.0001420974731445,1.0002080202102661,1.000257134437561,1.0000314712524414
0.88671875,1.0,0.9959887266159058,0.999994695186615,0.9997127652168274,0.9998305439949036,0.9998520016670227,1.0002491474151611,1.0000314712524414
0.89453125,1.0,0.9959309697151184,0.999994695186615,0.9991187453269958,0.9993590712547302,0.9993010759353638,1.000242829322815,1.0000319480895996
0.90234375,1.0,0.9959362149238586,0.9999947547912598,0.9983253479003906,0.9987155795097351,0.9985415935516357,1.0002343654632568,1.0000324249267578
0.91015625,1.0,0.9960028529167175,0.9999947547912598,0.9973568320274353,0.9979041814804077,0.9975877404212952,1.0002286434173584,1.0000332593917847
0.91796875,1.0,0.9962179660797119,0.9999948143959045,0.9962824583053589,0.9969567060470581,0.9964981079101562,1.0002304315567017,1.0000333786010742
0.92578125,1.0,0.9966975450515747,0.9999947547912598,0.9952290058135986,0.9959450960159302,0.9953907132148743,1.0002381801605225,1.0000338554382324
0.93359375,1.0,0.9975342154502869,0.9999969005584717,0.9943763613700867,0.9949894547462463,0.994441032409668,1.000246286392212,1.0000338554382324
0.94140625,1.0,0.9990305304527283,1.0000154972076416,0.9939426779747009,0.9942581057548523,0.9938643574714661,1.000274419784546,1.0000355243682861
0.94921875,1.0,1.0019452571868896,1.0001755952835083,0.9941282272338867,0.9939568638801575,0.9938666820526123,1.0004632472991943,1.0000419616699219
0.95703125,1.0,1.0078808069229126,1.0015588998794556,0.9957481026649475,0.994356632232666,0.9949545860290527,1.0019651651382446,1.000074028968811
0.96484375,1.0,1.020389199256897,1.0124101638793945,1.0029149055480957,0.9965293407440186,0.9999350309371948,1.0133967399597168,1.0003037452697754
0.97265625,1.0,1.047206163406372,1.0536242723464966,1.0312081575393677,1.0059837102890015,1.021738052368164,1.055577278137207,1.0015883445739746
0.98046875,1.0,1.103770136833191,1.138292908668518,1.096052885055542,1.0449035167694092,1.0823742151260376,1.141086459159851,1.0085712671279907
0.98828125,1.0,1.2086724042892456,1.2659727334976196,1.2030572891235352,1.1429965496063232,1.1904428005218506,1.2691407203674316,1.046942114830017
0.99609375,1.0,1.3756862878799438,1.4237723350524902,1.351768136024475,1.3165805339813232,1.3457112312316895,1.4269200563430786,1.259439468383789
